statement,file_path,INCLUDE,INCLUDE_PATH,DEPENDENCY_EXISTS,LIBNAME,MACRO_DEF,MACRO_CALL,tables_sourcejoin,tables_table,source,input_table,output_table,WRITE_BACK,MISSING_LIBNAME
%unianalysis_num(oldpeak);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,unianalysis_num,,,,,,No,
"%macro turkey_outliers(var,threshold);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,turkey_outliers,,,,,,,No,
"title ""&var outlier detection based on turkey menthod thresholds"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*step 1: calculate quartiles (q1 and q3)*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc means data=sas.heart noprint;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
var &var;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
output out=quartiles(drop=_type_ _freq_) p25=q1 p75=q3;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*step 2: compute iqr and outlier bounds*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
data outlier_bounds;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
set quartiles;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
iqr=q3-q1;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
lower_bound=q1-&threshold*iqr;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
upper_bound=q3+&threshold*iqr;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*step 3: detect outliers*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
data detected_outliers;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
if _n_=1 then set outlier_bounds;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
set sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,heart,,,sas.heart,,No,No
if &var<lower_bound or &var>upper_bound then outlier=1;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
else outlier=0;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*step 4: print outliers*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc print data=detected_outliers;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
where outlier=1;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%mend turkey_outliers;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"%turkey_outliers(age,1.5);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,turkey_outliers,,,,,,No,
"%turkey_outliers(age,3);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,turkey_outliers,,,,,,No,
"%turkey_outliers(restingbp,1.5);  /*""0""*/",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,turkey_outliers,,,,,,No,
"%turkey_outliers(restingbp,3);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,turkey_outliers,,,,,,No,
"%turkey_outliers(cholesterol,1.5); /*""0""*/",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,turkey_outliers,,,,,,No,
"%turkey_outliers(cholesterol,3);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,turkey_outliers,,,,,,No,
"%turkey_outliers(maxhr,1.5);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,turkey_outliers,,,,,,No,
"%turkey_outliers(maxhr,3);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,turkey_outliers,,,,,,No,
"%turkey_outliers(oldpeak,1.5);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,turkey_outliers,,,,,,No,
"%turkey_outliers(oldpeak,3);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,turkey_outliers,,,,,,No,
"%macro std_outliers(var,threshold);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,std_outliers,,,,,,,No,
"title ""&var outlier detection based on z-score thresholds"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
data heart_outliers;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
set sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,heart,,,sas.heart,,No,No
&var._original=&var;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*step 1: standardize*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc stdize data=heart_outliers out=heart_std;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
var &var;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*step 2: detect outliers*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
data &var._outliers;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
set heart_std;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
where &var < -&threshold or &var > &threshold;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*step 3: print outliers*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc print data=&var._outliers;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
where &var < -&threshold or &var > &threshold;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%mend std_outliers;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"%std_outliers(age,1.96)",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,std_outliers,,,,,,No,
"%std_outliers(age,3)",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,std_outliers,,,,,,No,
"%std_outliers(restingbp,1.96)",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,std_outliers,,,,,,No,
"%std_outliers(restingbp,3)",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,std_outliers,,,,,,No,
"%std_outliers(cholesterol,1.96)",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,std_outliers,,,,,,No,
"%std_outliers(cholesterol,3)",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,std_outliers,,,,,,No,
"%std_outliers(maxhr,1.96)",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,std_outliers,,,,,,No,
"%std_outliers(maxhr,3)",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,std_outliers,,,,,,No,
"%std_outliers(oldpeak,1.96)",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,std_outliers,,,,,,No,
"%std_outliers(oldpeak,3)",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,std_outliers,,,,,,No,
"title ""univariate analysis: categorical variables in heart data"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
table sex chestpaintype fastingbs restingecg exerciseangina st_slope / nocum;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*create macro for univaritae analysis (categorical variabels)*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"title ""univariate analysis (categorical): sex"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
table sex;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"goptions reset=all ftext=""arial"" htext=1.2;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pattern1 color=lightcoral;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pattern2 color=lightblue;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pattern3 color=cream;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pattern4 color=lightgray;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc gchart data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pie sex / discrete,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
value=inside,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
percent=inside,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
coutline=white;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
quit;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%let var=sex;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"title ""univariate analysis (categorical): &var"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
table &var;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"goptions reset=all ftext=""arial"" htext=1.2;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pattern1 color=lightcoral;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pattern2 color=lightblue;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pattern3 color=cream;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pattern4 color=lightgray;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc gchart data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pie &var / discrete,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
value=inside,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
percent=inside,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
coutline=white;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
quit;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%macro unianalysis_cat(var);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,unianalysis_cat,,,,,,,No,
"title ""univariate analysis (categorical): &var"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/* descriptive statistics */,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
table &var;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/* pie chart */,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"goptions reset=all ftext=""arial"" htext=1.2;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pattern1 color=lightcoral;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pattern2 color=lightblue;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pattern3 color=cream;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pattern4 color=lightgray;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc gchart data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pie &var / discrete,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
value=inside,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
percent=inside,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
coutline=white;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
quit;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%mend unianalysis_cat;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%unianalysis_cat(sex);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,unianalysis_cat,,,,,,No,
%unianalysis_cat(chestpaintype);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,unianalysis_cat,,,,,,No,
%unianalysis_cat(fastingbs);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,unianalysis_cat,,,,,,No,
%unianalysis_cat(restingecg);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,unianalysis_cat,,,,,,No,
%unianalysis_cat(exerciseangina);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,unianalysis_cat,,,,,,No,
%unianalysis_cat(st_slope);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,unianalysis_cat,,,,,,No,
/*target variable: heartdisease*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%macro unianalysis_cat_vbar(var);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,unianalysis_cat_vbar,,,,,,,No,
"title ""&var"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/* descriptive statistics */,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
table &var / out=freqdata;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods graphics / width=800px height=600px;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/* bar chart */,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc sgplot data=freqdata;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
vbar &var / response=count datalabel,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
datalabelattrs=(size=12),SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
barwidth=0.6,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
fillattrs=(color=lightcoral),SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
outlineattrs=(color=black);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"yaxis label=""frequency"" grid;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
xaxis display=(nolabel);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
quit;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%mend unianalysis_cat_vbar;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%unianalysis_cat_vbar(heartdisease);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,unianalysis_cat_vbar,,,,,,No,
bivariate analysis,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"continouse vs. continouse  : for visulaization scatter plot,...",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"for test of independence: pearson correlation or spearman or kendal tau, ...",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
categorical vs. categorical: for summaraization: contingency table (two-way table),SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"for visualization :stacked bar chart,grouped bar chart,...",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
for test of independence:chi-square test,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
continouse vs. categorical : for summaraization:gropup by categorical column an aggragte for numerical column,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"for visualization: grouped box plot,grouped histogram,grouped density,...",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
for test of independence :1) if categorical column has only two levels :t-test,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
2) if categorical column has more than two levels: anova,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
categorical vs. categorical (chi-square test);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*sex | chestpaintype | fastingbs | restingecg | exerciseangina | st_slope | vs  heartdisease*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"%macro cat_cat(var1, var2);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,cat_cat,,,,,,,No,
"title ""stacked grouped bar chart of &var1 by &var2"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc sgplot data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
styleattrs datacolors=(lightblue lightcoral);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
vbar &var1 / group=&var2 datalabel;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"title ""chi-square test for &var1 and &var2"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
table &var1*&var2 / chisq;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%mend cat_cat;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*sex vs heartdisease*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"%cat_cat(sex, heartdisease);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,cat_cat,,,,,,No,
proc logistic data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"class sex (ref=""f"")/param=glm;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"model heartdisease(event=""1"")=sex;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
lsmeans sex / e ilink;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*chestpaintype vs heartdisease*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"%cat_cat(chestpaintype, heartdisease);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,cat_cat,,,,,,No,
proc logistic data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"class chestpaintype (ref=""ata"")/param=glm;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"model heartdisease(event=""1"")=chestpaintype;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
lsmeans chestpaintype / e ilink;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*fastingbs vs heartdisease*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"%cat_cat(fastingbs, heartdisease);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,cat_cat,,,,,,No,
proc logistic data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"class fastingbs (ref=""0"")/param=glm;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"model heartdisease(event=""1"")=fastingbs;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
lsmeans fastingbs / e ilink;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*restingecg vs heartdisease*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"%cat_cat(restingecg, heartdisease);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,cat_cat,,,,,,No,
proc logistic data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"class restingecg (ref=""normal"")/param=glm;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"model heartdisease(event=""1"")=restingecg;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
lsmeans restingecg / e ilink;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*exerciseangina vs heartdisease*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"%cat_cat(exerciseangina, heartdisease);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,cat_cat,,,,,,No,
proc logistic data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"class exerciseangina (ref=""n"")/param=glm;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"model heartdisease(event=""1"")=exerciseangina;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
lsmeans exerciseangina / e ilink;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*st_slope vs heartdisease*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"%cat_cat(st_slope, heartdisease);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,cat_cat,,,,,,No,
proc logistic data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"class st_slope (ref=""up"")/param=glm;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"model heartdisease(event=""1"")=st_slope;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
lsmeans st_slope / e ilink;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"continouse vs. categorical (target ""heartdisease"" is categorical variable);",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*age | restingbp | cholesterol | maxhr | oldpeak | vs heartdisease*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%macro con_cat(var);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,con_cat,,,,,,,No,
"title ""impact of &var on heart disease"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc logistic data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
model heartdisease(event='1')=&var;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*visuliation:box plot*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc sgplot data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
vbox &var / category=heartdisease,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
fillattrs=(color=lightblue);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%mend con_cat;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%con_cat(age);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,con_cat,,,,,,No,
%con_cat(restingbp);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,con_cat,,,,,,No,
%con_cat(cholesterol);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,con_cat,,,,,,No,
%con_cat(maxhr);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,con_cat,,,,,,No,
%con_cat(oldpeak);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,con_cat,,,,,,No,
among all numerical features;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*age | restingbp | cholesterol | maxhr | oldpeak*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"title ""conducting correaltion between numerical variables"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc corr data=sas.heart_imp pearson spearman plots(maxpoints=none)=matrix(histogram);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
var age restingbp cholesterol maxhr oldpeak;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
among all categorial features;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*sex | chestpaintype | fastingbs | restingecg | exerciseangina | st_slope*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
table sex*(chestpaintype fastingbs restingecg exerciseangina st_slope) /chisq;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
table chestpaintype*(fastingbs restingecg exerciseangina st_slope) /chisq;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
table fastingbs*(restingecg exerciseangina st_slope) /chisq;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
table restingecg*(exerciseangina st_slope) /chisq;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
table exerciseangina*st_slope /chisq;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
among numerical & categorical features;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
